"","taxa","otu","otus","adipose fin skeleton","anal fin middle radial bone","anterior dentation of pectoral fin spine","anterior distal serration of pectoral fin spine","branched caudal fin ray","branched dorsal fin ray","branched pectoral fin ray","caudal procurrent ray","dorsal erector muscle","dorsal fin lepidotrichium","dorsal fin middle radial bone","dorsal fin middle radial cartilage","dorsal fin middle radial element","dorsal fin musculature","dorsal fin proximal radial bone","dorsal fin proximal radial bone 1","dorsal fin proximal radial bone 2","dorsal fin proximal radial cartilage","dorsal fin proximal radial cartilage 1","dorsal fin proximal radial cartilage 2","dorsal fin proximal radial element","dorsal fin proximal radial element 1","dorsal fin proximal radial element 2","dorsal fin pterygiophore","dorsal fin pterygiophore 1","dorsal fin radial bone","dorsal fin radial cartilage","dorsal fin radial element","dorsal fin ray","dorsal fin ray 2","dorsal fin ray 3","dorsal fin skeleton","dorsal fin spine","dorsal fin spine 1","dorsal fin spine 2","hypurapophysis","lateropterygium","middle nuchal plate","pectoral fin distal radial bone","pectoral fin distal radial bone 2","pectoral fin distal radial bone 3","pectoral fin distal radial cartilage","pectoral fin distal radial cartilage 2","pectoral fin distal radial cartilage 3","pectoral fin distal radial element","pectoral fin distal radial element 2","pectoral fin distal radial element 3","pectoral fin lepidotrichium","pectoral fin proximal radial bone","pectoral fin proximal radial bone 1","pectoral fin proximal radial bone 2","pectoral fin proximal radial bone 3","pectoral fin proximal radial bone 4","pectoral fin proximal radial cartilage","pectoral fin proximal radial cartilage 1","pectoral fin proximal radial cartilage 2","pectoral fin proximal radial cartilage 3","pectoral fin proximal radial cartilage 4","pectoral fin proximal radial element","pectoral fin proximal radial element 1","pectoral fin proximal radial element 2","pectoral fin proximal radial element 3","pectoral fin proximal radial element 4","pectoral fin radial bone","pectoral fin radial cartilage","pectoral fin radial element","pectoral fin radial skeleton","pectoral fin ray","pectoral fin ray 1","pectoral fin ray 2","pectoral fin skeleton","pectoral fin spine","pelvic fin lepidotrichium","pelvic fin radial bone","pelvic fin radial element","pelvic fin radial skeleton","pelvic fin ray","pelvic fin ray 1","pelvic fin ray 6","pelvic fin skeleton","pelvic radial cartilage","pelvic splint","posterior dentation of dorsal fin spine 2","posterior dentation of pectoral fin spine","posterior nuchal plate","unbranched dorsal fin ray","uroneural"
"1144","Pseudacanthicus_leopardus","VTO_0037329","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1145","Pseudacanthicus_serratus","VTO_0060062","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1146","Pseudancistrus_barbatus","VTO_0037301","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1147","Pseudancistrus_brevispinis","VTO_0037310","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1148","Pseudancistrus_orinoco","VTO_0037305","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1149","Pseudancistrus_sp._(Armbruster_2004)","VTO_0060084","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1150","Pseudancistrus_sp._gold_spot_(Armbruster_2004)","VTO_0060090","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1151","Pseudauchenipterus_affinis","VTO_0060504","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1152","Pseudauchenipterus_jequitinhonhae","VTO_0060506","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,1,NA,1,1,NA
"1153","Pseudauchenipterus_nodosus","VTO_0060505","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"0",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,1,NA,1,1,NA
"1154","Pseudecheneis_paviei","VTO_0061149","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","Pseudecheneis_sulcata","VTO_0036537","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","1 and 0",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",1,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"0",NA,NA,1,NA,NA
"1156","Pseudepapterus_cucuhyensis","VTO_0060497","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","Pseudeutropius_atherinoides","VTO_0061172","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1158","Pseudeutropius_brachypopterus","VTO_0036188","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"1159","Pseudeutropius_mitchelli","VTO_0036190","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1160","Pseudeutropius_moolenburghae","VTO_0036189","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"1161","Pseudexostoma_yunnanense","VTO_0061164","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,1,NA,NA
"1162","Pseudobagarius_baramensis","VTO_0061326","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,"1",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Pseudobagarius_leucorhynchus","VTO_0061336","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",1,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"1164","Pseudobagarius_macronemus","VTO_0061330","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"0",NA,NA,1,NA,NA
"1165","Pseudobagarius_pseudobagarius","VTO_0061334","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"1166","Pseudobagrus_aurantiacus","VTO_0035098","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1167","Pseudobagrus_brevianalis","VTO_0059510","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1168","Pseudobagrus_emarginatus","VTO_0059521","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1169","Pseudobagrus_longirostris","VTO_0059526","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"1170","Pseudobagrus_medianalis","VTO_0059518","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1171","Pseudobagrus_microps","VTO_0059522","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1172","Pseudobagrus_pictus","VTO_0059530","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1173","Pseudobagrus_pratti","VTO_0035097","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1174","Pseudobagrus_ransonnettii","VTO_0059508","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1175","Pseudobagrus_taeniatus","VTO_0035101","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1176","Pseudobagrus_taphraphilus","VTO_0059525","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1177","Pseudobagrus_tenuifurcatus","VTO_0059514","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1178","Pseudobagrus_truncatus","VTO_0035103","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1179","Pseudobagrus_vachellii","VTO_0059527","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"1180","Pseudobunocephalus_amazonicus","VTO_0059321","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",1,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1181","Pseudobunocephalus_bifidus","VTO_0059327","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1182","Pseudobunocephalus_cf._bifidus_(Friel_1994)","VTO_0059322","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1183","Pseudobunocephalus_iheringii","VTO_0059325","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1184","Pseudobunocephalus_lundbergi","VTO_0059324","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1185","Pseudobunocephalus_rugosus","VTO_0059326","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1186","Pseudobunocephalus_sp._(Friel_1994)","VTO_0059320","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
